carat,cut,color,clarity,x,y,z
0.33,3,0,3,4.46,4.43,2.7
0.54,4,1,2,5.24,5.15,3.23
1.53,4,6,2,7.43,7.47,4.6
0.35,2,2,5,4.6,4.55,2.81
0.4,2,3,6,4.79,4.75,2.92
1.18,4,4,2,6.76,6.79,4.24
1.51,4,6,5,7.35,7.36,4.43
0.92,4,0,0,6.13,6.18,3.88
1.01,3,2,5,6.45,6.38,3.98
1.5,4,4,6,7.17,7.21,4.59
1.05,3,0,2,6.74,6.68,3.98
0.59,2,3,5,5.41,5.38,3.34
0.3,4,4,6,4.31,4.27,2.72
0.52,3,1,4,5.14,5.18,3.18
0.57,2,3,5,5.32,5.36,3.29
1.77,2,6,4,7.77,7.73,4.82
0.74,2,3,5,5.8,5.83,3.62
2.3,2,6,5,8.44,8.49,5.28
0.55,2,1,5,5.26,5.28,3.27
1.21,4,5,7,6.83,6.85,4.18
1.14,3,1,7,6.83,6.91,4.1
1.37,2,6,2,7.13,7.16,4.44
0.44,3,1,3,4.97,4.91,2.95
0.32,2,2,6,4.37,4.4,2.73
0.53,4,5,4,5.22,5.25,3.19
0.92,3,0,3,6.19,6.18,3.86
0.31,4,4,4,4.28,4.34,2.69
0.51,4,0,2,5.19,5.24,3.13
0.41,2,2,4,4.77,4.81,2.97
1.04,2,4,5,6.56,6.61,4.0
0.7,4,5,6,5.62,5.65,3.5
1.0,4,1,3,6.33,6.4,3.97
0.54,2,0,2,5.19,5.23,3.25
1.22,3,3,2,6.89,6.84,4.26
0.48,2,3,7,5.01,5.04,3.11
1.01,3,1,2,6.38,6.33,3.99
0.8,4,4,3,6.03,6.09,3.62
1.31,4,4,2,7.02,7.1,4.26
0.74,2,0,2,5.84,5.88,3.62
2.3,2,6,2,8.41,8.34,5.22
0.36,2,1,4,4.58,4.6,2.85
0.32,2,2,5,4.45,4.41,2.74
0.52,2,3,4,5.16,5.13,3.23
0.97,3,0,2,6.29,6.25,3.89
0.66,2,0,7,5.57,5.64,3.45
0.7,1,2,2,5.68,5.71,3.48
0.7,3,0,3,5.71,5.67,3.52
2.14,4,6,5,8.27,8.16,5.16
0.91,4,4,4,6.17,6.2,3.84
0.54,4,0,5,5.21,5.17,3.28
1.06,2,5,2,6.64,6.6,4.05
0.9,3,4,5,6.17,6.13,3.86
1.21,3,3,3,6.87,6.82,4.17
0.36,3,6,2,4.59,4.52,2.79
0.72,2,1,4,5.73,5.76,3.59
0.54,2,0,2,5.25,5.21,3.25
0.39,2,0,4,4.68,4.7,2.9
0.31,2,2,1,4.37,4.4,2.67
0.5,0,2,0,4.89,4.8,3.38
0.59,2,5,2,5.41,5.39,3.33
0.9,4,4,3,6.15,6.2,3.88
0.73,3,5,7,5.73,5.78,3.54
1.21,4,4,2,6.93,6.94,4.13
2.1,1,5,3,8.15,8.1,5.11
1.01,0,2,5,6.3,6.25,4.07
0.58,4,3,3,5.41,5.45,3.23
1.0,3,3,3,6.36,6.3,3.97
1.01,1,2,3,6.31,6.36,4.04
0.72,4,0,5,5.74,5.77,3.51
1.0,1,4,5,6.38,6.42,3.9
1.31,2,5,3,6.98,6.92,4.42
0.91,3,1,4,6.19,6.15,3.87
0.35,2,0,7,4.54,4.58,2.78
1.21,4,4,2,6.75,6.79,4.21
1.27,3,5,5,6.95,6.86,4.32
1.05,4,1,4,6.49,6.45,4.08
0.43,2,6,4,4.84,4.86,3.01
1.16,3,3,6,6.85,6.72,4.18
0.64,3,2,5,5.53,5.5,3.43
0.41,3,1,2,4.78,4.74,2.94
0.53,4,0,2,5.23,5.26,3.21
0.75,4,1,4,5.88,5.82,3.6
0.31,2,4,5,4.34,4.38,2.69
0.23,3,4,7,4.04,4.0,2.38
2.08,2,6,1,8.32,8.25,5.05
0.54,2,1,5,5.25,5.28,3.21
1.54,4,5,3,7.49,7.56,4.47
0.34,2,1,5,4.49,4.47,2.78
0.81,2,5,5,6.03,6.06,3.71
0.33,4,3,2,4.42,4.45,2.73
0.41,2,2,2,4.78,4.71,2.99
2.01,3,6,4,8.25,8.18,4.94
0.3,4,3,6,4.27,4.23,2.7
0.7,2,3,4,5.73,5.8,3.51
0.7,4,0,7,5.66,5.7,3.54
0.23,4,1,7,4.0,4.1,2.4
0.71,2,4,5,5.73,5.68,3.55
1.02,1,0,3,6.6,6.62,3.8
1.1,2,4,2,6.74,6.82,4.08
0.37,2,0,6,4.59,4.6,2.85
0.71,4,2,7,5.76,5.79,3.5
0.3,2,0,5,4.3,4.31,2.69
1.27,3,2,3,7.01,6.95,4.26
0.71,2,5,5,5.7,5.62,3.49
0.59,2,2,7,5.37,5.38,3.34
0.35,2,3,1,4.59,4.56,2.81
0.31,3,3,6,4.37,4.4,2.66
1.17,2,4,3,6.74,6.78,4.21
0.58,2,6,2,5.31,5.39,3.32
0.34,2,0,5,4.49,4.52,2.79
0.53,1,1,4,5.14,5.18,3.26
0.42,2,0,5,4.8,4.84,2.95
0.35,2,4,6,4.55,4.53,2.8
1.23,2,3,7,6.89,6.92,4.2
1.0,2,2,3,6.36,6.45,3.96
1.0,3,3,3,6.52,6.47,3.83
0.32,2,4,4,4.49,4.44,2.69
0.32,2,3,4,4.45,4.41,2.71
1.06,3,2,2,6.65,6.6,4.04
1.3,2,0,6,6.98,7.02,4.31
0.5,4,1,4,5.09,5.14,3.14
0.81,2,6,3,5.95,5.92,3.69
0.25,3,1,6,4.03,4.01,2.53
0.52,2,4,7,5.16,5.19,3.2
1.74,4,5,2,7.84,7.9,4.62
0.3,3,1,2,4.28,4.3,2.68
0.31,4,3,2,4.35,4.38,2.69
0.7,3,2,2,5.63,5.57,3.5
1.17,2,3,7,6.77,6.74,4.17
1.02,3,2,4,6.49,6.46,3.94
1.38,2,3,6,7.15,7.12,4.41
0.32,4,3,7,4.39,4.41,2.73
1.32,4,5,3,7.02,7.19,4.33
0.39,4,6,4,4.64,4.59,2.93
0.32,2,1,5,4.35,4.4,2.71
0.9,4,0,3,6.06,6.15,3.84
1.41,3,1,5,7.18,7.1,4.48
1.11,3,4,5,6.69,6.57,4.14
0.79,3,4,3,5.99,5.96,3.61
0.3,1,4,3,4.27,4.24,2.72
1.2,4,3,2,6.77,6.7,4.28
2.3,3,6,3,8.63,8.68,5.17
0.4,2,3,5,4.72,4.75,2.96
0.39,2,5,2,4.67,4.69,2.92
1.0,4,0,3,6.41,6.36,3.88
0.25,3,4,6,4.03,3.98,2.51
0.73,1,1,5,5.68,5.72,3.66
0.35,2,0,5,4.57,4.54,2.76
0.41,2,1,2,4.78,4.81,2.95
0.43,3,5,3,4.94,4.9,2.94
1.5,0,0,2,7.1,7.01,4.59
1.23,2,3,2,6.94,6.91,4.25
1.53,3,1,5,7.35,7.32,4.52
0.9,1,1,3,6.0,6.02,3.81
0.41,4,3,5,4.82,4.86,2.9
0.73,2,3,4,5.76,5.79,3.56
1.31,2,5,4,6.87,6.84,4.41
0.84,4,5,7,6.03,6.07,3.74
1.53,4,5,2,7.34,7.28,4.61
0.52,2,2,7,5.21,5.25,3.19
0.3,1,0,2,4.22,4.26,2.69
1.51,4,4,3,7.4,7.51,4.53
1.7,2,3,5,7.66,7.6,4.8
1.52,2,0,5,7.42,7.35,4.55
0.51,2,2,7,5.2,5.23,3.15
2.05,3,6,5,8.15,8.09,5.06
1.1,3,2,2,6.77,6.7,4.01
0.38,2,5,4,4.64,4.71,2.89
0.32,3,3,6,4.39,4.36,2.71
1.02,4,4,4,6.38,6.44,4.04
2.17,0,3,0,8.75,8.69,4.8
0.31,3,5,2,4.38,4.41,2.64
0.71,4,2,5,5.7,5.76,3.51
1.51,3,1,5,7.57,7.51,4.53
0.41,2,4,4,4.77,4.73,2.98
0.41,2,5,6,4.76,4.79,2.95
0.3,2,1,6,4.27,4.3,2.68
0.38,2,1,4,4.67,4.63,2.89
0.41,4,0,2,4.75,4.8,3.01
0.32,2,1,7,4.41,4.4,2.71
0.5,4,2,4,5.06,5.09,3.16
1.08,4,2,3,6.55,6.61,4.12
2.0,1,1,3,8.31,8.19,4.76
1.06,2,0,7,6.53,6.57,4.06
0.3,2,2,6,4.3,4.32,2.65
0.72,2,0,5,5.73,5.76,3.56
1.0,4,1,4,6.4,6.33,4.02
0.41,2,2,1,4.78,4.81,2.97
0.34,4,4,4,4.44,4.4,2.79
0.42,2,3,7,4.82,4.79,3.0
1.07,2,0,3,6.55,6.58,4.03
0.41,2,1,7,4.75,4.78,2.97
0.5,3,1,4,5.03,5.06,3.14
0.37,3,5,6,4.66,4.62,2.86
0.42,2,5,4,4.85,4.83,3.0
1.05,3,3,3,6.55,6.6,4.03
0.42,2,1,5,4.83,4.77,2.99
0.72,4,5,5,5.66,5.72,3.6
0.76,2,1,3,5.78,5.82,3.64
1.34,2,3,3,7.06,7.03,4.37
0.9,1,2,2,6.09,6.13,3.86
1.01,4,3,4,6.48,6.54,4.05
0.7,4,1,2,5.64,5.68,3.49
1.5,4,6,7,7.18,7.29,4.58
0.5,1,3,3,5.1,5.02,3.15
0.5,2,0,2,5.15,5.13,3.08
0.97,3,1,2,6.32,6.28,3.84
0.3,4,4,6,4.27,4.3,2.7
1.29,3,4,3,7.13,6.95,4.31
0.5,1,5,7,4.92,4.99,3.21
0.95,4,1,2,6.21,6.25,3.91
0.42,2,3,6,4.87,4.82,2.96
0.9,1,1,2,6.17,6.09,3.91
0.41,2,0,4,4.8,4.83,2.94
0.26,3,4,6,4.17,4.12,2.48
0.73,4,2,2,5.79,5.82,3.58
0.3,3,4,2,4.28,4.22,2.66
0.3,3,3,4,4.33,4.3,2.59
0.97,2,0,2,6.24,6.3,3.94
0.73,4,2,2,5.84,5.87,3.48
0.52,4,1,2,5.09,5.13,3.21
0.3,2,5,4,4.35,4.37,2.66
1.01,2,2,0,6.44,6.42,4.0
0.92,2,4,5,6.21,6.27,3.88
1.01,4,0,5,6.33,6.4,4.0
1.0,3,2,4,6.42,6.35,3.96
0.57,2,3,7,5.41,5.32,3.31
1.01,2,3,5,6.43,6.46,3.98
0.52,1,0,2,5.12,5.09,3.25
0.57,2,3,4,5.29,5.35,3.3
0.71,4,5,5,5.65,5.61,3.57
1.3,2,3,7,7.03,6.96,4.34
0.7,2,3,7,5.65,5.69,3.57
0.52,2,3,1,5.21,5.16,3.19
0.51,3,0,7,5.23,5.14,3.15
1.6,1,1,2,7.44,7.38,4.71
1.0,4,6,2,6.33,6.36,3.93
0.24,4,0,7,4.02,4.03,2.49
0.33,2,0,4,4.49,4.52,2.75
2.05,3,5,3,8.13,8.08,5.02
1.02,4,3,5,6.48,6.57,3.95
1.13,3,6,2,6.77,6.67,4.12
0.41,2,3,1,4.78,4.75,2.97
0.3,3,3,7,4.27,4.23,2.64
0.4,2,3,2,4.83,4.77,2.89
0.36,2,2,5,4.55,4.58,2.83
1.26,3,5,2,6.97,6.92,4.2
0.58,4,1,5,5.41,5.33,3.28
0.54,2,0,6,5.25,5.27,3.22
0.5,1,0,2,5.05,5.09,3.23
0.7,4,5,6,5.65,5.67,3.56
0.9,1,2,2,6.1,6.13,3.82
0.33,4,4,3,4.39,4.36,2.78
0.81,1,0,2,5.92,5.96,3.81
0.55,2,2,2,5.22,5.27,3.24
1.31,3,3,4,7.0,7.06,4.32
0.33,2,1,5,4.46,4.5,2.75
0.77,3,5,5,5.92,5.96,3.66
0.71,3,5,5,5.8,5.72,3.48
1.1,4,3,6,6.59,6.67,4.07
1.01,0,0,2,6.25,6.21,4.17
0.7,3,3,2,5.71,5.65,3.5
1.21,4,1,5,6.82,6.88,4.21
0.42,2,1,4,4.78,4.81,2.96
1.13,2,3,4,6.71,6.73,4.13
1.0,4,3,2,6.43,6.49,3.85
1.12,4,3,7,6.58,6.61,4.13
0.32,3,1,2,4.37,4.4,2.73
0.38,2,2,2,4.7,4.72,2.88
0.55,2,1,2,5.3,5.33,3.22
0.93,4,1,2,6.18,6.24,3.88
1.2,0,6,2,6.67,6.58,4.32
1.25,3,5,2,6.89,6.85,4.29
1.01,2,3,5,6.41,6.44,3.99
0.41,3,0,3,4.8,4.78,2.87
0.6,4,1,4,5.43,5.48,3.32
0.33,3,5,4,4.4,4.43,2.77
0.32,2,3,5,4.4,4.46,2.72
0.36,3,2,2,4.62,4.58,2.81
0.32,3,4,4,4.38,4.33,2.67
1.23,2,5,2,6.83,6.88,4.26
0.75,2,1,5,5.93,5.9,3.56
0.33,2,4,1,4.47,4.49,2.77
1.03,2,3,6,6.5,6.54,4.04
1.37,4,3,4,7.3,7.35,4.27
1.22,3,3,4,6.82,6.87,4.26
2.04,4,6,5,8.25,8.32,4.96
1.21,3,6,5,6.92,6.86,4.13
0.9,3,4,4,6.12,6.07,3.82
0.51,2,0,5,5.13,5.11,3.17
0.71,3,1,2,5.86,5.83,3.46
0.31,3,3,7,4.39,4.43,2.67
0.85,3,0,3,6.23,6.21,3.64
1.51,1,5,6,7.21,7.26,4.63
0.33,3,3,4,4.43,4.49,2.7
1.7,3,5,3,7.57,7.51,4.74
2.04,3,3,3,8.18,8.13,5.0
0.53,1,2,4,5.13,5.16,3.18
0.35,2,3,1,4.54,4.56,2.82
0.32,4,3,5,4.31,4.35,2.72
0.73,3,1,4,5.68,5.75,3.58
0.73,3,1,2,5.77,5.68,3.56
1.1,4,6,3,6.6,6.63,4.09
0.9,4,4,4,6.12,6.17,3.83
1.51,3,4,4,7.29,7.34,4.46
0.9,1,0,3,6.14,6.23,3.85
1.01,3,4,5,6.45,6.39,3.99
0.7,2,1,2,5.66,5.69,3.54
0.31,2,2,7,4.43,4.45,2.67
0.52,4,1,3,5.12,5.15,3.23
0.35,2,1,4,4.53,4.55,2.78
1.04,0,5,0,6.34,6.23,4.22
1.1,3,1,3,6.77,6.65,4.07
0.32,2,5,2,4.45,4.48,2.72
1.2,1,3,5,6.66,6.74,4.24
0.9,4,3,5,6.08,6.12,3.89
0.37,2,3,1,4.61,4.64,2.83
0.31,2,4,1,4.36,4.38,2.7
0.34,2,1,3,4.45,4.48,2.77
0.32,3,1,2,4.39,4.36,2.71
0.72,4,2,5,5.69,5.73,3.6
0.3,4,0,5,4.24,4.28,2.68
1.4,2,4,3,7.18,7.23,4.41
0.7,3,3,0,5.76,5.57,3.39
2.2,3,5,3,8.45,8.4,5.2
1.52,4,4,5,7.33,7.32,4.64
1.02,4,0,5,6.35,6.44,4.01
0.91,2,3,4,6.17,6.2,3.84
0.77,2,6,5,5.89,5.94,3.66
0.3,2,0,7,4.33,4.36,2.68
0.7,2,2,2,5.73,5.67,3.51
0.41,2,3,3,4.84,4.81,2.94
1.01,3,3,4,6.38,6.46,4.02
0.38,2,2,5,4.66,4.67,2.9
0.36,2,1,5,4.56,4.6,2.82
1.0,3,2,0,6.34,6.38,3.97
0.64,2,0,2,5.52,5.49,3.42
0.93,4,4,3,6.25,6.31,3.89
0.4,2,4,3,4.7,4.72,2.95
1.2,2,3,4,6.92,6.88,4.26
0.35,4,1,5,4.54,4.57,2.74
0.26,2,5,5,4.13,4.09,2.55
0.78,2,5,4,5.97,6.03,3.64
1.05,3,1,1,6.65,6.62,3.97
1.04,2,2,4,6.51,6.56,4.01
1.22,3,3,2,6.83,6.76,4.23
0.41,2,2,2,4.76,4.81,2.93
1.81,3,5,5,7.77,7.68,4.84
0.61,2,0,6,5.4,5.45,3.38
1.22,2,2,4,6.84,6.89,4.22
0.55,4,1,2,5.31,5.41,3.2
0.53,2,3,7,5.17,5.2,3.18
0.3,2,1,2,4.29,4.31,2.68
0.31,1,5,4,4.3,4.33,2.75
0.6,2,4,3,5.44,5.48,3.37
0.72,3,3,4,5.73,5.66,3.55
0.9,1,1,2,6.12,6.05,3.88
2.14,3,3,3,8.4,8.35,5.03
1.5,3,3,5,7.28,7.32,4.56
0.31,2,0,4,4.35,4.36,2.7
0.34,2,2,4,4.49,4.52,2.79
0.54,3,0,5,5.21,5.26,3.22
0.74,2,1,5,5.81,5.86,3.6
0.95,4,1,3,6.43,6.37,3.76
2.14,2,5,3,8.22,8.26,5.1
0.3,3,1,2,4.36,4.38,2.62
1.03,1,2,3,6.68,6.64,3.84
0.4,2,1,3,4.75,4.78,2.96
0.91,2,3,5,6.23,6.28,3.84
0.39,4,4,7,4.63,4.65,2.88
2.0,1,5,4,8.03,8.1,4.74
0.33,2,4,2,4.5,4.53,2.75
0.7,2,5,4,5.63,5.67,3.54
2.01,1,1,3,7.89,8.01,5.02
0.7,2,2,5,5.74,5.71,3.51
0.71,4,2,4,5.74,5.77,3.46
0.86,3,5,0,6.11,6.03,3.8
0.24,2,3,1,3.99,4.02,2.47
0.3,2,4,5,4.29,4.34,2.69
0.4,1,1,3,4.68,4.7,3.01
1.03,3,2,4,6.51,6.47,4.04
0.71,2,1,4,5.74,5.7,3.56
0.59,3,1,5,5.61,5.53,3.29
1.53,3,4,4,7.58,7.51,4.48
1.11,2,2,6,6.62,6.66,4.11
0.51,2,1,5,5.13,5.17,3.19
0.51,4,3,5,5.07,5.1,3.17
0.32,1,1,4,4.42,4.45,2.64
0.3,2,0,5,4.31,4.29,2.68
0.32,3,5,4,4.46,4.44,2.66
0.3,1,0,6,4.27,4.32,2.76
0.52,2,3,4,5.15,5.11,3.2
1.06,3,0,2,6.63,6.56,4.03
1.52,1,6,5,7.24,7.28,4.61
1.51,4,1,5,7.51,7.57,4.53
1.75,2,6,2,7.63,7.57,4.81
1.56,2,6,4,7.44,7.46,4.61
0.34,4,4,4,4.45,4.48,2.78
0.73,2,1,2,5.73,5.74,3.6
1.23,3,5,3,6.86,6.82,4.27
1.51,3,4,5,7.4,7.38,4.52
1.01,3,0,4,6.38,6.41,3.99
2.0,4,3,2,8.0,8.09,4.97
0.3,2,3,1,4.32,4.29,2.62
1.02,2,0,2,6.48,6.53,3.99
0.73,0,5,3,5.77,5.64,3.51
1.3,3,5,5,6.97,6.9,4.35
0.41,1,0,2,4.73,4.76,3.01
1.03,1,0,2,6.63,6.65,3.83
0.9,3,3,2,6.27,6.23,3.76
1.01,3,1,3,6.59,6.56,3.92
0.75,3,6,2,5.92,5.81,3.62
1.05,3,4,5,6.49,6.43,4.05
0.92,4,0,4,6.19,6.24,3.85
1.51,3,4,3,7.26,7.22,4.55
0.31,4,4,5,4.33,4.31,2.73
0.66,1,2,5,5.5,5.46,3.51
0.42,2,3,6,4.84,4.86,2.91
1.71,2,4,5,7.64,7.68,4.78
1.22,2,5,3,6.92,6.88,4.19
0.9,1,2,5,6.09,6.13,3.9
1.24,2,2,3,6.91,6.86,4.25
1.52,2,3,5,7.39,7.45,4.53
0.28,1,3,5,4.2,4.21,2.6
0.53,2,5,5,5.15,5.2,3.22
1.02,2,3,2,6.44,6.46,4.01
0.3,3,4,2,4.29,4.31,2.63
0.31,2,3,5,4.41,4.39,2.71
0.91,1,6,0,6.06,6.12,3.84
0.74,0,3,2,5.63,5.6,3.64
1.51,1,4,3,7.22,7.26,4.55
0.3,1,3,4,4.26,4.23,2.7
1.0,4,1,3,6.41,6.35,4.05
2.02,4,6,2,7.95,8.01,5.03
1.12,1,4,2,6.72,6.85,4.06
0.53,1,1,3,5.16,5.19,3.27
1.0,3,3,5,6.44,6.4,3.9
1.09,2,4,2,6.68,6.59,4.14
0.33,2,3,4,4.47,4.45,2.77
0.3,3,4,6,4.32,4.29,2.68
0.41,4,6,1,4.75,4.7,3.0
0.5,4,0,5,5.09,5.18,3.14
0.71,2,3,5,5.75,5.72,3.54
0.31,3,4,7,4.34,4.38,2.64
0.43,2,4,6,4.86,4.89,3.0
0.24,4,0,4,3.95,3.99,2.47
1.16,2,3,3,6.78,6.8,4.18
0.34,2,4,2,4.53,4.55,2.79
1.23,4,2,4,6.98,7.01,4.15
0.54,2,3,7,5.28,5.31,3.22
0.39,3,1,4,4.76,4.73,2.79
0.31,2,2,6,4.42,4.4,2.7
0.51,4,0,2,5.18,5.22,3.09
1.22,2,4,5,6.81,6.75,4.26
0.91,4,0,2,6.12,6.2,3.82
0.43,2,4,7,4.86,4.9,2.99
0.5,4,3,2,5.19,5.24,3.09
0.26,4,3,4,4.08,4.1,2.55
0.32,2,0,6,4.45,4.43,2.71
0.3,4,4,6,4.26,4.28,2.68
0.31,3,3,4,4.47,4.4,2.64
0.3,2,1,6,4.33,4.36,2.66
0.9,1,3,5,6.1,6.04,3.86
0.44,2,5,4,4.89,4.92,3.01
0.6,2,1,2,5.43,5.47,3.3
1.03,4,5,2,6.37,6.42,4.03
1.19,3,5,2,6.73,6.77,4.2
1.24,2,5,3,6.87,6.92,4.27
0.72,3,1,2,5.78,5.72,3.61
1.46,0,3,3,7.11,7.03,4.57
0.31,4,3,5,4.37,4.39,2.67
0.5,3,1,2,5.06,5.1,3.15
0.28,1,2,4,4.33,4.35,2.53
2.04,2,2,3,8.05,8.13,5.04
0.6,2,1,7,5.41,5.44,3.35
1.02,3,4,5,6.52,6.55,3.95
1.71,4,0,3,7.58,7.51,4.79
0.55,2,2,5,5.31,5.27,3.23
1.5,4,3,7,7.22,7.32,4.57
0.31,3,2,5,4.4,4.36,2.69
0.42,2,2,4,4.83,4.78,2.95
0.9,4,0,2,6.11,6.19,3.82
0.52,2,1,4,5.13,5.18,3.18
0.6,2,2,7,5.36,5.42,3.33
0.34,2,4,2,4.58,4.52,2.76
0.54,3,1,4,5.27,5.23,3.22
1.16,2,5,5,6.84,6.88,4.07
1.22,4,3,2,6.74,6.77,4.28
0.9,4,0,2,6.19,6.34,3.73
1.55,3,6,5,7.5,7.47,4.54
1.59,4,6,4,7.49,7.54,4.56
0.51,2,1,4,5.11,5.16,3.16
0.55,2,2,4,5.33,5.37,3.24
1.51,2,4,4,7.34,7.29,4.55
0.6,4,1,5,5.34,5.38,3.37
0.31,3,0,2,4.39,4.34,2.68
0.26,4,2,6,4.12,4.16,2.51
0.33,3,3,4,4.47,4.41,2.77
0.31,2,1,5,4.36,4.34,2.69
1.12,2,2,2,6.64,6.68,4.11
1.2,3,1,5,6.82,6.78,4.23
0.31,3,4,7,4.38,4.34,2.64
0.9,4,4,7,6.12,6.15,3.83
0.52,2,0,5,5.18,5.21,3.17
1.51,1,1,3,7.28,7.31,4.6
0.46,3,5,3,4.95,4.9,2.97
0.3,2,3,4,4.29,4.34,2.65
1.16,2,3,7,6.74,6.7,4.18
0.53,3,4,5,5.33,5.26,3.13
0.31,1,0,2,4.28,4.32,2.73
0.44,1,1,2,4.81,4.85,3.06
1.44,3,1,0,7.23,7.15,4.39
0.34,2,0,2,4.51,4.53,2.73
0.56,2,1,7,5.32,5.36,3.26
1.32,4,5,4,6.89,6.94,4.39
0.72,2,3,5,5.76,5.8,3.55
0.3,3,2,2,4.37,4.33,2.65
0.33,2,6,4,4.45,4.47,2.76
0.5,1,0,2,5.05,5.07,3.09
0.71,2,1,5,5.74,5.76,3.54
1.02,4,1,0,6.52,6.46,3.93
1.0,1,0,2,6.22,6.28,4.01
0.66,2,2,7,5.63,5.58,3.43
1.06,2,2,2,6.56,6.51,4.01
0.4,2,3,6,4.75,4.78,2.94
1.04,4,0,7,6.49,6.53,3.96
1.31,3,1,3,7.02,6.93,4.27
1.02,4,2,3,6.5,6.53,3.9
0.75,3,3,2,5.87,5.83,3.56
0.42,4,0,2,4.85,4.89,2.93
0.73,2,3,1,5.72,5.78,3.58
0.58,1,0,3,5.59,5.53,3.15
0.54,3,0,2,5.24,5.21,3.24
1.54,2,6,4,7.34,7.38,4.58
0.7,2,2,5,5.69,5.73,3.56
0.42,2,3,2,4.81,4.77,3.02
0.33,4,3,6,4.39,4.44,2.71
0.5,2,1,7,5.11,5.09,3.18
2.07,4,6,5,8.16,8.2,5.02
1.6,2,2,5,7.6,7.66,4.59
1.29,2,2,3,6.95,7.01,4.32
0.54,4,3,4,5.17,5.24,3.31
1.53,4,4,2,7.42,7.44,4.56
1.0,4,4,5,6.43,6.34,4.02
0.73,3,2,4,5.75,5.73,3.6
0.71,2,4,3,5.71,5.74,3.52
1.51,4,6,2,7.27,7.32,4.55
0.5,2,1,2,5.05,5.08,3.15
0.3,4,0,2,4.27,4.29,2.61
0.61,2,2,3,5.45,5.41,3.36
0.3,3,6,4,4.32,4.27,2.69
0.78,3,5,2,5.93,5.87,3.65
0.82,4,4,2,6.04,6.06,3.67
1.51,3,1,2,7.38,7.33,4.52
0.52,2,1,5,5.2,5.26,3.19
0.91,1,3,4,6.11,6.03,3.86
0.33,2,0,5,4.46,4.43,2.77
1.29,4,6,2,6.97,7.02,4.28
1.07,4,5,2,6.49,6.57,4.09
0.45,4,2,3,4.9,4.95,3.03
0.34,2,5,4,4.51,4.49,2.79
0.41,2,4,1,4.74,4.76,2.95
0.51,4,0,5,5.13,5.08,3.22
0.78,2,4,7,5.88,5.9,3.66
0.3,2,0,2,4.37,4.35,2.66
0.32,2,3,4,4.45,4.42,2.74
0.31,2,4,1,4.37,4.33,2.7
1.02,2,1,3,6.51,6.4,4.01
1.11,2,6,3,6.61,6.64,4.15
1.34,4,1,3,7.06,7.01,4.37
0.3,2,1,7,4.29,4.31,2.68
1.51,2,2,5,7.38,7.31,4.58
0.72,3,3,5,5.74,5.69,3.56
1.07,3,3,5,6.6,6.56,4.01
2.02,2,4,3,8.14,8.04,5.06
1.23,3,1,2,7.05,7.0,4.16
0.37,2,3,5,4.66,4.61,2.82
1.23,2,4,5,6.85,6.81,4.25
1.2,3,2,5,6.69,6.62,4.18
0.72,3,6,2,5.74,5.77,3.57
1.22,2,4,5,6.88,6.83,4.24
0.54,2,5,2,5.24,5.26,3.26
0.37,2,1,7,4.61,4.64,2.86
0.3,2,4,6,4.27,4.3,2.67
1.07,4,3,5,6.67,6.69,4.01
1.01,0,3,2,6.27,6.22,4.07
0.33,4,5,6,4.43,4.45,2.74
0.3,3,4,6,4.29,4.32,2.68
0.54,2,4,4,5.21,5.25,3.23
1.0,1,2,3,6.36,6.45,3.88
0.7,4,1,4,5.63,5.66,3.58
0.38,2,1,6,4.67,4.64,2.9
1.75,3,6,4,7.7,7.74,4.8
0.76,3,1,3,5.86,5.81,3.59
0.54,4,5,1,5.29,5.35,3.13
0.39,3,0,5,4.73,4.7,2.89
0.51,3,1,5,5.08,5.05,3.19
0.71,2,3,4,5.77,5.74,3.51
1.01,1,3,4,6.27,6.34,4.02
0.32,2,5,4,4.4,4.37,2.73
0.8,1,1,3,5.91,5.87,3.75
0.53,1,2,2,5.17,5.12,3.28
0.31,2,0,2,4.34,4.31,2.72
1.08,3,5,4,6.54,6.51,4.08
0.3,2,5,6,4.31,4.35,2.68
0.56,1,1,3,5.21,5.24,3.32
1.52,4,2,5,7.38,7.44,4.51
1.32,1,5,4,7.14,7.18,4.24
0.54,3,2,4,5.23,5.16,3.21
1.11,3,4,3,6.75,6.66,4.01
0.32,2,1,5,4.4,4.36,2.71
1.01,1,3,3,6.3,6.34,3.97
0.37,3,0,5,4.66,4.69,2.83
0.5,2,0,5,5.05,5.09,3.17
0.32,2,5,3,4.38,4.41,2.72
0.38,4,3,4,4.65,4.69,2.89
1.22,3,5,2,6.86,6.9,4.21
1.72,3,4,2,7.62,7.55,4.72
0.3,3,5,6,4.28,4.25,2.67
0.58,2,3,3,5.4,5.36,3.35
0.32,4,0,2,4.37,4.42,2.76
1.01,3,1,5,6.59,6.54,3.89
0.7,2,2,2,5.63,5.68,3.55
1.02,2,3,4,6.49,6.53,3.99
0.25,2,3,1,4.04,4.1,2.51
1.21,3,4,2,6.95,6.9,4.14
0.3,2,4,7,4.31,4.32,2.64
0.9,0,3,3,6.35,6.42,3.57
0.52,4,3,5,5.08,5.11,3.19
2.01,3,2,3,8.14,8.07,4.97
0.4,4,0,3,4.64,4.69,2.94
0.43,3,2,2,4.87,4.83,2.99
0.75,2,3,7,5.85,5.89,3.59
2.05,4,4,5,8.14,8.19,5.05
0.35,3,2,5,4.54,4.5,2.76
